CODE,LABEL,YEAR,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Males who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Females who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,"SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with high or very high psychological distress, based on the Kessler 10 (K10) scale no.",SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with fair or poor self-assessed health (15 years and over) no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons who had high blood pressure (measured systolic/diastolic blood pressure was equal to or greater than 140/90 mmHg) no.,PRIVATE HEALTH Taxpayers who report having private health insurance  no.,CORE ACTIVITY NEED FOR ASSISTANCE  Persons who have need for assistance with core activities %
201,Ballarat,2011,-,-,-,-,-,-,-,-,-,"36,940",5.8
201,Ballarat,2012,-,-,-,-,-,-,-,-,-,"38,633",-
201,Ballarat,2013,-,-,-,-,-,-,-,-,-,"38,859",-
201,Ballarat,2014,-,-,-,-,-,-,-,-,-,"41,326",-
201,Ballarat,2015,-,-,-,-,-,-,-,-,-,"43,069",-
201,Ballarat,2016,-,-,-,-,-,-,-,-,-,"44,085",6.2
202,Bendigo,2011,-,-,-,-,-,-,-,-,-,"34,608",5.4
202,Bendigo,2012,-,-,-,-,-,-,-,-,-,"35,988",-
202,Bendigo,2013,-,-,-,-,-,-,-,-,-,"36,523",-
202,Bendigo,2014,-,-,-,-,-,-,-,-,-,"38,907",-
202,Bendigo,2015,-,-,-,-,-,-,-,-,-,"40,751",-
202,Bendigo,2016,-,-,-,-,-,-,-,-,-,"41,636",5.8
203,Geelong,2011,-,-,-,-,-,-,-,-,-,"77,876",5.4
203,Geelong,2012,-,-,-,-,-,-,-,-,-,"80,838",-
203,Geelong,2013,-,-,-,-,-,-,-,-,-,"78,288",-
203,Geelong,2014,-,-,-,-,-,-,-,-,-,"84,513",-
203,Geelong,2015,-,-,-,-,-,-,-,-,-,"88,783",-
203,Geelong,2016,-,-,-,-,-,-,-,-,-,"92,014",5.7
204,Hume,2011,-,-,-,-,-,-,-,-,-,"36,780",5.4
204,Hume,2012,-,-,-,-,-,-,-,-,-,"38,078",-
204,Hume,2013,-,-,-,-,-,-,-,-,-,"38,019",-
204,Hume,2014,-,-,-,-,-,-,-,-,-,"41,145",-
204,Hume,2015,-,-,-,-,-,-,-,-,-,"43,353",-
204,Hume,2016,-,-,-,-,-,-,-,-,-,"44,327",5.7
205,Latrobe - Gippsland,2011,-,-,-,-,-,-,-,-,-,"50,254",5.9
205,Latrobe - Gippsland,2012,-,-,-,-,-,-,-,-,-,"52,154",-
205,Latrobe - Gippsland,2013,-,-,-,-,-,-,-,-,-,"52,847",-
205,Latrobe - Gippsland,2014,-,-,-,-,-,-,-,-,-,"56,411",-
205,Latrobe - Gippsland,2015,-,-,-,-,-,-,-,-,-,"59,126",-
205,Latrobe - Gippsland,2016,-,-,-,-,-,-,-,-,-,"60,450",6.3
206,Melbourne - Inner,2011,-,-,-,-,-,-,-,-,-,"175,786",3.6
206,Melbourne - Inner,2012,-,-,-,-,-,-,-,-,-,"185,577",-
206,Melbourne - Inner,2013,-,-,-,-,-,-,-,-,-,"192,913",-
206,Melbourne - Inner,2014,-,-,-,-,-,-,-,-,-,"207,461",-
206,Melbourne - Inner,2015,-,-,-,-,-,-,-,-,-,"220,516",-
206,Melbourne - Inner,2016,-,-,-,-,-,-,-,-,-,"228,664",3.5
207,Melbourne - Inner East,2011,-,-,-,-,-,-,-,-,-,"142,871",4.1
207,Melbourne - Inner East,2012,-,-,-,-,-,-,-,-,-,"146,853",-
207,Melbourne - Inner East,2013,-,-,-,-,-,-,-,-,-,"149,226",-
207,Melbourne - Inner East,2014,-,-,-,-,-,-,-,-,-,"156,177",-
207,Melbourne - Inner East,2015,-,-,-,-,-,-,-,-,-,"161,484",-
207,Melbourne - Inner East,2016,-,-,-,-,-,-,-,-,-,"164,220",4.4
208,Melbourne - Inner South,2011,-,-,-,-,-,-,-,-,-,"154,251",4.2
208,Melbourne - Inner South,2012,-,-,-,-,-,-,-,-,-,"160,144",-
208,Melbourne - Inner South,2013,-,-,-,-,-,-,-,-,-,"163,051",-
208,Melbourne - Inner South,2014,-,-,-,-,-,-,-,-,-,"172,222",-
208,Melbourne - Inner South,2015,-,-,-,-,-,-,-,-,-,"179,603",-
208,Melbourne - Inner South,2016,-,-,-,-,-,-,-,-,-,"184,406",4.4
209,Melbourne - North East,2011,-,-,-,-,-,-,-,-,-,"120,526",4.9
209,Melbourne - North East,2012,-,-,-,-,-,-,-,-,-,"126,020",-
209,Melbourne - North East,2013,-,-,-,-,-,-,-,-,-,"128,474",-
209,Melbourne - North East,2014,-,-,-,-,-,-,-,-,-,"137,471",-
209,Melbourne - North East,2015,-,-,-,-,-,-,-,-,-,"144,109",-
209,Melbourne - North East,2016,-,-,-,-,-,-,-,-,-,"149,320",5.3
210,Melbourne - North West,2011,-,-,-,-,-,-,-,-,-,"71,814",5.7
210,Melbourne - North West,2012,-,-,-,-,-,-,-,-,-,"74,618",-
210,Melbourne - North West,2013,-,-,-,-,-,-,-,-,-,"75,461",-
210,Melbourne - North West,2014,-,-,-,-,-,-,-,-,-,"81,462",-
210,Melbourne - North West,2015,-,-,-,-,-,-,-,-,-,"86,061",-
210,Melbourne - North West,2016,-,-,-,-,-,-,-,-,-,"89,574",6.2
211,Melbourne - Outer East,2011,-,-,-,-,-,-,-,-,-,"155,001",4.1
211,Melbourne - Outer East,2012,-,-,-,-,-,-,-,-,-,"159,046",-
211,Melbourne - Outer East,2013,-,-,-,-,-,-,-,-,-,"160,817",-
211,Melbourne - Outer East,2014,-,-,-,-,-,-,-,-,-,"170,621",-
211,Melbourne - Outer East,2015,-,-,-,-,-,-,-,-,-,"177,237",-
211,Melbourne - Outer East,2016,-,-,-,-,-,-,-,-,-,"180,165",4.7
212,Melbourne - South East,2011,-,-,-,-,-,-,-,-,-,"147,067",4.7
212,Melbourne - South East,2012,-,-,-,-,-,-,-,-,-,"153,047",-
212,Melbourne - South East,2013,-,-,-,-,-,-,-,-,-,"157,126",-
212,Melbourne - South East,2014,-,-,-,-,-,-,-,-,-,"171,187",-
212,Melbourne - South East,2015,-,-,-,-,-,-,-,-,-,"181,153",-
212,Melbourne - South East,2016,-,-,-,-,-,-,-,-,-,"188,254",5.1
213,Melbourne - West,2011,-,-,-,-,-,-,-,-,-,"116,056",4.6
213,Melbourne - West,2012,-,-,-,-,-,-,-,-,-,"123,912",-
213,Melbourne - West,2013,-,-,-,-,-,-,-,-,-,"129,250",-
213,Melbourne - West,2014,-,-,-,-,-,-,-,-,-,"142,537",-
213,Melbourne - West,2015,-,-,-,-,-,-,-,-,-,"152,649",-
213,Melbourne - West,2016,-,-,-,-,-,-,-,-,-,"159,700",5.1
214,Mornington Peninsula,2011,-,-,-,-,-,-,-,-,-,"74,589",4.7
214,Mornington Peninsula,2012,-,-,-,-,-,-,-,-,-,"77,509",-
214,Mornington Peninsula,2013,-,-,-,-,-,-,-,-,-,"78,117",-
214,Mornington Peninsula,2014,-,-,-,-,-,-,-,-,-,"83,561",-
214,Mornington Peninsula,2015,-,-,-,-,-,-,-,-,-,"88,388",-
214,Mornington Peninsula,2016,-,-,-,-,-,-,-,-,-,"91,116",5.4
215,North West,2011,-,-,-,-,-,-,-,-,-,"33,126",6.2
215,North West,2012,-,-,-,-,-,-,-,-,-,"34,425",-
215,North West,2013,-,-,-,-,-,-,-,-,-,"33,780",-
215,North West,2014,-,-,-,-,-,-,-,-,-,"36,281",-
215,North West,2015,-,-,-,-,-,-,-,-,-,"37,739",-
215,North West,2016,-,-,-,-,-,-,-,-,-,"37,822",6.6
216,Shepparton,2011,-,-,-,-,-,-,-,-,-,"26,389",5.8
216,Shepparton,2012,-,-,-,-,-,-,-,-,-,"27,585",-
216,Shepparton,2013,-,-,-,-,-,-,-,-,-,"26,216",-
216,Shepparton,2014,-,-,-,-,-,-,-,-,-,"28,171",-
216,Shepparton,2015,-,-,-,-,-,-,-,-,-,"29,654",-
216,Shepparton,2016,-,-,-,-,-,-,-,-,-,"30,106",6.3
217,Warrnambool and South West,2011,-,-,-,-,-,-,-,-,-,"26,214",5.3
217,Warrnambool and South West,2012,-,-,-,-,-,-,-,-,-,"27,043",-
217,Warrnambool and South West,2013,-,-,-,-,-,-,-,-,-,"27,281",-
217,Warrnambool and South West,2014,-,-,-,-,-,-,-,-,-,"29,223",-
217,Warrnambool and South West,2015,-,-,-,-,-,-,-,-,-,"30,071",-
217,Warrnambool and South West,2016,-,-,-,-,-,-,-,-,-,"30,689",5.8
301,Brisbane - East,2011,-,-,-,-,-,-,-,-,-,"65,605",4.4
301,Brisbane - East,2012,-,-,-,-,-,-,-,-,-,"68,743",-
301,Brisbane - East,2013,-,-,-,-,-,-,-,-,-,"71,671",-
301,Brisbane - East,2014,-,-,-,-,-,-,-,-,-,"76,293",-
301,Brisbane - East,2015,-,-,-,-,-,-,-,-,-,"79,693",-
301,Brisbane - East,2016,-,-,-,-,-,-,-,-,-,"81,053",5.1
302,Brisbane - North,2011,-,-,-,-,-,-,-,-,-,"63,266",4.4
302,Brisbane - North,2012,-,-,-,-,-,-,-,-,-,"66,227",-
302,Brisbane - North,2013,-,-,-,-,-,-,-,-,-,"68,840",-
302,Brisbane - North,2014,-,-,-,-,-,-,-,-,-,"72,820",-
302,Brisbane - North,2015,-,-,-,-,-,-,-,-,-,"76,474",-
302,Brisbane - North,2016,-,-,-,-,-,-,-,-,-,"77,969",4.8
303,Brisbane - South,2011,-,-,-,-,-,-,-,-,-,"103,916",3.7
303,Brisbane - South,2012,-,-,-,-,-,-,-,-,-,"108,280",-
303,Brisbane - South,2013,-,-,-,-,-,-,-,-,-,"111,711",-
303,Brisbane - South,2014,-,-,-,-,-,-,-,-,-,"117,474",-
303,Brisbane - South,2015,-,-,-,-,-,-,-,-,-,"122,773",-
303,Brisbane - South,2016,-,-,-,-,-,-,-,-,-,"125,334",4.3
304,Brisbane - West,2011,-,-,-,-,-,-,-,-,-,"72,523",3.1
304,Brisbane - West,2012,-,-,-,-,-,-,-,-,-,"75,222",-
304,Brisbane - West,2013,-,-,-,-,-,-,-,-,-,"75,996",-
304,Brisbane - West,2014,-,-,-,-,-,-,-,-,-,"78,547",-
304,Brisbane - West,2015,-,-,-,-,-,-,-,-,-,"81,112",-
304,Brisbane - West,2016,-,-,-,-,-,-,-,-,-,"81,491",3.9
305,Brisbane Inner City,2011,-,-,-,-,-,-,-,-,-,"89,615",2.7
305,Brisbane Inner City,2012,-,-,-,-,-,-,-,-,-,"94,983",-
305,Brisbane Inner City,2013,-,-,-,-,-,-,-,-,-,"98,091",-
305,Brisbane Inner City,2014,-,-,-,-,-,-,-,-,-,"103,081",-
305,Brisbane Inner City,2015,-,-,-,-,-,-,-,-,-,"108,791",-
305,Brisbane Inner City,2016,-,-,-,-,-,-,-,-,-,"113,309",2.6
306,Cairns,2011,-,-,-,-,-,-,-,-,-,"54,521",4.2
306,Cairns,2012,-,-,-,-,-,-,-,-,-,"57,117",-
306,Cairns,2013,-,-,-,-,-,-,-,-,-,"57,135",-
306,Cairns,2014,-,-,-,-,-,-,-,-,-,"60,298",-
306,Cairns,2015,-,-,-,-,-,-,-,-,-,"61,884",-
306,Cairns,2016,-,-,-,-,-,-,-,-,-,"62,392",4.8
307,Darling Downs - Maranoa,2011,-,-,-,-,-,-,-,-,-,"34,806",5.3
307,Darling Downs - Maranoa,2012,-,-,-,-,-,-,-,-,-,"36,440",-
307,Darling Downs - Maranoa,2013,-,-,-,-,-,-,-,-,-,"37,061",-
307,Darling Downs - Maranoa,2014,-,-,-,-,-,-,-,-,-,"38,583",-
307,Darling Downs - Maranoa,2015,-,-,-,-,-,-,-,-,-,"39,305",-
307,Darling Downs - Maranoa,2016,-,-,-,-,-,-,-,-,-,"38,340",5.8
308,Central Queensland,2011,-,-,-,-,-,-,-,-,-,"64,890",3.9
308,Central Queensland,2012,-,-,-,-,-,-,-,-,-,"69,304",-
308,Central Queensland,2013,-,-,-,-,-,-,-,-,-,"71,773",-
308,Central Queensland,2014,-,-,-,-,-,-,-,-,-,"73,478",-
308,Central Queensland,2015,-,-,-,-,-,-,-,-,-,"76,443",-
308,Central Queensland,2016,-,-,-,-,-,-,-,-,-,"73,317",4.8
309,Gold Coast,2011,-,-,-,-,-,-,-,-,-,"134,945",4.2
309,Gold Coast,2012,-,-,-,-,-,-,-,-,-,"140,695",-
309,Gold Coast,2013,-,-,-,-,-,-,-,-,-,"145,592",-
309,Gold Coast,2014,-,-,-,-,-,-,-,-,-,"157,587",-
309,Gold Coast,2015,-,-,-,-,-,-,-,-,-,"166,165",-
309,Gold Coast,2016,-,-,-,-,-,-,-,-,-,"170,951",4.9
310,Ipswich,2011,-,-,-,-,-,-,-,-,-,"56,728",5
310,Ipswich,2012,-,-,-,-,-,-,-,-,-,"59,746",-
310,Ipswich,2013,-,-,-,-,-,-,-,-,-,"62,485",-
310,Ipswich,2014,-,-,-,-,-,-,-,-,-,"67,362",-
310,Ipswich,2015,-,-,-,-,-,-,-,-,-,"70,982",-
310,Ipswich,2016,-,-,-,-,-,-,-,-,-,"73,026",5.8
311,Logan - Beaudesert,2011,-,-,-,-,-,-,-,-,-,"52,529",4.5
311,Logan - Beaudesert,2012,-,-,-,-,-,-,-,-,-,"54,799",-
311,Logan - Beaudesert,2013,-,-,-,-,-,-,-,-,-,"57,557",-
311,Logan - Beaudesert,2014,-,-,-,-,-,-,-,-,-,"62,383",-
311,Logan - Beaudesert,2015,-,-,-,-,-,-,-,-,-,"65,663",-
311,Logan - Beaudesert,2016,-,-,-,-,-,-,-,-,-,"66,758",5.7
312,Mackay - Isaac - Whitsunday,2011,-,-,-,-,-,-,-,-,-,"54,115",3.4
312,Mackay - Isaac - Whitsunday,2012,-,-,-,-,-,-,-,-,-,"58,033",-
312,Mackay - Isaac - Whitsunday,2013,-,-,-,-,-,-,-,-,-,"58,583",-
312,Mackay - Isaac - Whitsunday,2014,-,-,-,-,-,-,-,-,-,"59,490",-
312,Mackay - Isaac - Whitsunday,2015,-,-,-,-,-,-,-,-,-,"59,456",-
312,Mackay - Isaac - Whitsunday,2016,-,-,-,-,-,-,-,-,-,"57,021",4.1
313,Moreton Bay - North,2011,-,-,-,-,-,-,-,-,-,"40,334",6
313,Moreton Bay - North,2012,-,-,-,-,-,-,-,-,-,"42,356",-
313,Moreton Bay - North,2013,-,-,-,-,-,-,-,-,-,"44,431",-
313,Moreton Bay - North,2014,-,-,-,-,-,-,-,-,-,"47,885",-
313,Moreton Bay - North,2015,-,-,-,-,-,-,-,-,-,"50,330",-
313,Moreton Bay - North,2016,-,-,-,-,-,-,-,-,-,"51,266",6.9
314,Moreton Bay - South,2011,-,-,-,-,-,-,-,-,-,"53,624",3.3
314,Moreton Bay - South,2012,-,-,-,-,-,-,-,-,-,"56,147",-
314,Moreton Bay - South,2013,-,-,-,-,-,-,-,-,-,"58,875",-
314,Moreton Bay - South,2014,-,-,-,-,-,-,-,-,-,"62,515",-
314,Moreton Bay - South,2015,-,-,-,-,-,-,-,-,-,"65,683",-
314,Moreton Bay - South,2016,-,-,-,-,-,-,-,-,-,"67,349",4.1
315,Queensland - Outback,2011,-,-,-,-,-,-,-,-,-,"15,713",2.9
315,Queensland - Outback,2012,-,-,-,-,-,-,-,-,-,"16,604",-
315,Queensland - Outback,2013,-,-,-,-,-,-,-,-,-,"16,786",-
315,Queensland - Outback,2014,-,-,-,-,-,-,-,-,-,"17,513",-
315,Queensland - Outback,2015,-,-,-,-,-,-,-,-,-,"17,910",-
315,Queensland - Outback,2016,-,-,-,-,-,-,-,-,-,"16,793",3.2
316,Sunshine Coast,2011,-,-,-,-,-,-,-,-,-,"83,576",5
316,Sunshine Coast,2012,-,-,-,-,-,-,-,-,-,"87,585",-
316,Sunshine Coast,2013,-,-,-,-,-,-,-,-,-,"92,106",-
316,Sunshine Coast,2014,-,-,-,-,-,-,-,-,-,"100,129",-
316,Sunshine Coast,2015,-,-,-,-,-,-,-,-,-,"106,654",-
316,Sunshine Coast,2016,-,-,-,-,-,-,-,-,-,"109,834",5.7
317,Toowoomba,2011,-,-,-,-,-,-,-,-,-,"44,169",4.8
317,Toowoomba,2012,-,-,-,-,-,-,-,-,-,"45,978",-
317,Toowoomba,2013,-,-,-,-,-,-,-,-,-,"46,381",-
317,Toowoomba,2014,-,-,-,-,-,-,-,-,-,"48,460",-
317,Toowoomba,2015,-,-,-,-,-,-,-,-,-,"50,109",-
317,Toowoomba,2016,-,-,-,-,-,-,-,-,-,"49,718",5.7
318,Townsville,2011,-,-,-,-,-,-,-,-,-,"63,798",4.3
318,Townsville,2012,-,-,-,-,-,-,-,-,-,"66,996",-
318,Townsville,2013,-,-,-,-,-,-,-,-,-,"66,410",-
318,Townsville,2014,-,-,-,-,-,-,-,-,-,"68,841",-
318,Townsville,2015,-,-,-,-,-,-,-,-,-,"70,110",-
318,Townsville,2016,-,-,-,-,-,-,-,-,-,"68,889",5.1
319,Wide Bay,2011,-,-,-,-,-,-,-,-,-,"54,948",7.5
319,Wide Bay,2012,-,-,-,-,-,-,-,-,-,"56,759",-
319,Wide Bay,2013,-,-,-,-,-,-,-,-,-,"57,871",-
319,Wide Bay,2014,-,-,-,-,-,-,-,-,-,"60,198",-
319,Wide Bay,2015,-,-,-,-,-,-,-,-,-,"62,006",-
319,Wide Bay,2016,-,-,-,-,-,-,-,-,-,"61,638",8.7
401,Adelaide - Central and Hills,2011,-,-,-,-,-,-,-,-,-,"114,478",4.6
401,Adelaide - Central and Hills,2012,-,-,-,-,-,-,-,-,-,"117,748",-
401,Adelaide - Central and Hills,2013,-,-,-,-,-,-,-,-,-,"119,770",-
401,Adelaide - Central and Hills,2014,-,-,-,-,-,-,-,-,-,"125,234",-
401,Adelaide - Central and Hills,2015,-,-,-,-,-,-,-,-,-,"129,912",-
401,Adelaide - Central and Hills,2016,-,-,-,-,-,-,-,-,-,"133,926",4.9
402,Adelaide - North,2011,-,-,-,-,-,-,-,-,-,"95,973",5.6
402,Adelaide - North,2012,-,-,-,-,-,-,-,-,-,"97,932",-
402,Adelaide - North,2013,-,-,-,-,-,-,-,-,-,"102,210",-
402,Adelaide - North,2014,-,-,-,-,-,-,-,-,-,"109,219",-
402,Adelaide - North,2015,-,-,-,-,-,-,-,-,-,"115,095",-
402,Adelaide - North,2016,-,-,-,-,-,-,-,-,-,"117,960",6.4
403,Adelaide - South,2011,-,-,-,-,-,-,-,-,-,"112,609",5.2
403,Adelaide - South,2012,-,-,-,-,-,-,-,-,-,"115,354",-
403,Adelaide - South,2013,-,-,-,-,-,-,-,-,-,"119,956",-
403,Adelaide - South,2014,-,-,-,-,-,-,-,-,-,"127,440",-
403,Adelaide - South,2015,-,-,-,-,-,-,-,-,-,"132,574",-
403,Adelaide - South,2016,-,-,-,-,-,-,-,-,-,"135,013",5.8
404,Adelaide - West,2011,-,-,-,-,-,-,-,-,-,"65,270",6.2
404,Adelaide - West,2012,-,-,-,-,-,-,-,-,-,"67,368",-
404,Adelaide - West,2013,-,-,-,-,-,-,-,-,-,"69,095",-
404,Adelaide - West,2014,-,-,-,-,-,-,-,-,-,"73,908",-
404,Adelaide - West,2015,-,-,-,-,-,-,-,-,-,"78,139",-
404,Adelaide - West,2016,-,-,-,-,-,-,-,-,-,"80,027",6.6
405,Barossa - Yorke - Mid North,2011,-,-,-,-,-,-,-,-,-,"29,033",6.5
405,Barossa - Yorke - Mid North,2012,-,-,-,-,-,-,-,-,-,"29,888",-
405,Barossa - Yorke - Mid North,2013,-,-,-,-,-,-,-,-,-,"29,891",-
405,Barossa - Yorke - Mid North,2014,-,-,-,-,-,-,-,-,-,"31,734",-
405,Barossa - Yorke - Mid North,2015,-,-,-,-,-,-,-,-,-,"32,750",-
405,Barossa - Yorke - Mid North,2016,-,-,-,-,-,-,-,-,-,"32,602",6.8
406,South Australia - Outback,2011,-,-,-,-,-,-,-,-,-,"18,881",4.8
406,South Australia - Outback,2012,-,-,-,-,-,-,-,-,-,"19,456",-
406,South Australia - Outback,2013,-,-,-,-,-,-,-,-,-,"19,968",-
406,South Australia - Outback,2014,-,-,-,-,-,-,-,-,-,"21,665",-
406,South Australia - Outback,2015,-,-,-,-,-,-,-,-,-,"22,276",-
406,South Australia - Outback,2016,-,-,-,-,-,-,-,-,-,"21,792",5.3
407,South Australia - South East,2011,-,-,-,-,-,-,-,-,-,"43,288",5.7
407,South Australia - South East,2012,-,-,-,-,-,-,-,-,-,"44,644",-
407,South Australia - South East,2013,-,-,-,-,-,-,-,-,-,"45,448",-
407,South Australia - South East,2014,-,-,-,-,-,-,-,-,-,"48,490",-
407,South Australia - South East,2015,-,-,-,-,-,-,-,-,-,"50,205",-
407,South Australia - South East,2016,-,-,-,-,-,-,-,-,-,"49,507",6.3
501,Bunbury,2011,-,-,-,-,-,-,-,-,-,"53,567",3.9
501,Bunbury,2012,-,-,-,-,-,-,-,-,-,"56,746",-
501,Bunbury,2013,-,-,-,-,-,-,-,-,-,"60,181",-
501,Bunbury,2014,-,-,-,-,-,-,-,-,-,"63,727",-
501,Bunbury,2015,-,-,-,-,-,-,-,-,-,"68,100",-
501,Bunbury,2016,-,-,-,-,-,-,-,-,-,"70,414",4.4
502,Mandurah,2011,-,-,-,-,-,-,-,-,-,"25,854",4.9
502,Mandurah,2012,-,-,-,-,-,-,-,-,-,"27,989",-
502,Mandurah,2013,-,-,-,-,-,-,-,-,-,"30,282",-
502,Mandurah,2014,-,-,-,-,-,-,-,-,-,"32,845",-
502,Mandurah,2015,-,-,-,-,-,-,-,-,-,"35,646",-
502,Mandurah,2016,-,-,-,-,-,-,-,-,-,"36,560",5.7
503,Perth - Inner,2011,-,-,-,-,-,-,-,-,-,"73,385",3.2
503,Perth - Inner,2012,-,-,-,-,-,-,-,-,-,"77,368",-
503,Perth - Inner,2013,-,-,-,-,-,-,-,-,-,"79,451",-
503,Perth - Inner,2014,-,-,-,-,-,-,-,-,-,"82,776",-
503,Perth - Inner,2015,-,-,-,-,-,-,-,-,-,"87,536",-
503,Perth - Inner,2016,-,-,-,-,-,-,-,-,-,"89,137",3.4
504,Perth - North East,2011,-,-,-,-,-,-,-,-,-,"76,831",3.8
504,Perth - North East,2012,-,-,-,-,-,-,-,-,-,"81,785",-
504,Perth - North East,2013,-,-,-,-,-,-,-,-,-,"88,366",-
504,Perth - North East,2014,-,-,-,-,-,-,-,-,-,"94,894",-
504,Perth - North East,2015,-,-,-,-,-,-,-,-,-,"102,036",-
504,Perth - North East,2016,-,-,-,-,-,-,-,-,-,"104,760",3.9
505,Perth - North West,2011,-,-,-,-,-,-,-,-,-,"188,348",3.3
505,Perth - North West,2012,-,-,-,-,-,-,-,-,-,"200,159",-
505,Perth - North West,2013,-,-,-,-,-,-,-,-,-,"212,751",-
505,Perth - North West,2014,-,-,-,-,-,-,-,-,-,"227,139",-
505,Perth - North West,2015,-,-,-,-,-,-,-,-,-,"241,610",-
505,Perth - North West,2016,-,-,-,-,-,-,-,-,-,"245,093",3.6
506,Perth - South East,2011,-,-,-,-,-,-,-,-,-,"152,015",3.5
506,Perth - South East,2012,-,-,-,-,-,-,-,-,-,"161,949",-
506,Perth - South East,2013,-,-,-,-,-,-,-,-,-,"171,972",-
506,Perth - South East,2014,-,-,-,-,-,-,-,-,-,"182,716",-
506,Perth - South East,2015,-,-,-,-,-,-,-,-,-,"194,862",-
506,Perth - South East,2016,-,-,-,-,-,-,-,-,-,"198,111",3.8
507,Perth - South West,2011,-,-,-,-,-,-,-,-,-,"134,009",3.7
507,Perth - South West,2012,-,-,-,-,-,-,-,-,-,"143,527",-
507,Perth - South West,2013,-,-,-,-,-,-,-,-,-,"153,366",-
507,Perth - South West,2014,-,-,-,-,-,-,-,-,-,"163,920",-
507,Perth - South West,2015,-,-,-,-,-,-,-,-,-,"175,384",-
507,Perth - South West,2016,-,-,-,-,-,-,-,-,-,"179,877",4
509,Western Australia - Wheat Belt,2011,-,-,-,-,-,-,-,-,-,"42,041",4.4
509,Western Australia - Wheat Belt,2012,-,-,-,-,-,-,-,-,-,"43,467",-
509,Western Australia - Wheat Belt,2013,-,-,-,-,-,-,-,-,-,"44,397",-
509,Western Australia - Wheat Belt,2014,-,-,-,-,-,-,-,-,-,"46,965",-
509,Western Australia - Wheat Belt,2015,-,-,-,-,-,-,-,-,-,"49,253",-
509,Western Australia - Wheat Belt,2016,-,-,-,-,-,-,-,-,-,"50,471",4.8
510,Western Australia - Outback (North),2011,-,-,-,-,-,-,-,-,-,"19,339",1.6
510,Western Australia - Outback (North),2012,-,-,-,-,-,-,-,-,-,"20,751",-
510,Western Australia - Outback (North),2013,-,-,-,-,-,-,-,-,-,"22,209",-
510,Western Australia - Outback (North),2014,-,-,-,-,-,-,-,-,-,"23,653",-
510,Western Australia - Outback (North),2015,-,-,-,-,-,-,-,-,-,"24,413",-
510,Western Australia - Outback (North),2016,-,-,-,-,-,-,-,-,-,"24,689",1.7
511,Western Australia - Outback (South),2011,-,-,-,-,-,-,-,-,-,"34,542",3.2
511,Western Australia - Outback (South),2012,-,-,-,-,-,-,-,-,-,"36,530",-
511,Western Australia - Outback (South),2013,-,-,-,-,-,-,-,-,-,"37,991",-
511,Western Australia - Outback (South),2014,-,-,-,-,-,-,-,-,-,"39,406",-
511,Western Australia - Outback (South),2015,-,-,-,-,-,-,-,-,-,"40,707",-
511,Western Australia - Outback (South),2016,-,-,-,-,-,-,-,-,-,"41,079",3.7
601,Hobart,2011,-,-,-,-,-,-,-,-,-,"72,141",5.4
601,Hobart,2012,-,-,-,-,-,-,-,-,-,"73,844",-
601,Hobart,2013,-,-,-,-,-,-,-,-,-,"73,844",-
601,Hobart,2014,-,-,-,-,-,-,-,-,-,"76,366",-
601,Hobart,2015,-,-,-,-,-,-,-,-,-,"79,161",-
601,Hobart,2016,-,-,-,-,-,-,-,-,-,"79,769",6
602,Launceston and North East,2011,-,-,-,-,-,-,-,-,-,"34,697",5.9
602,Launceston and North East,2012,-,-,-,-,-,-,-,-,-,"35,390",-
602,Launceston and North East,2013,-,-,-,-,-,-,-,-,-,"35,797",-
602,Launceston and North East,2014,-,-,-,-,-,-,-,-,-,"37,596",-
602,Launceston and North East,2015,-,-,-,-,-,-,-,-,-,"39,205",-
602,Launceston and North East,2016,-,-,-,-,-,-,-,-,-,"39,242",6.4
603,South East,2011,-,-,-,-,-,-,-,-,-,"9,084",6.6
603,South East,2012,-,-,-,-,-,-,-,-,-,"9,231",-
603,South East,2013,-,-,-,-,-,-,-,-,-,"9,314",-
