CODE,LABEL,YEAR,LAND AREA  ha,WATER USE ON AUSTRALIAN FARMS Area of agricultural land ha,WATER USE ON AUSTRALIAN FARMS Area irrigated ha,WATER USE ON AUSTRALIAN FARMS Volume of water applied ML,"WATER USE ON AUSTRALIAN FARMS Application rate, area watered and used ML/ha",PROTECTED AREAS  Indigenous Protected Area no.,PROTECTED AREAS National Parks no.,PROTECTED AREAS Nature Reserves no.,PROTECTED AREAS All Other Protected Areas no.,PROTECTED AREAS Total no.,PROTECTED AREAS  Indigenous Protected Area ha,PROTECTED AREAS National Parks ha,PROTECTED AREAS Nature Reserves ha,PROTECTED AREAS All Other Protected Areas ha,PROTECTED AREAS Total ha,PROTECTED AREAS  Indigenous Protected Area %,PROTECTED AREAS National Parks %,PROTECTED AREAS Nature Reserves %,PROTECTED AREAS All Other Protected Areas %,PROTECTED AREAS Total %,SOLAR INSTALLATIONS Small-Scale Solar Panel System Installations no.,SOLAR INSTALLATIONS Increase in installations from previous year %,SOLAR INSTALLATIONS Solar Water Heater Installations no.,SOLAR INSTALLATIONS Increase in SWH installations from previous year %
402051055,St Agnes - Ridgehaven,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,484",5.1,221,2.8
402051055,St Agnes - Ridgehaven,2016,-,-,-,-,-,-,-,-,2,2,-,-,-,341,341,-,-,-,27.7,27.7,"1,548",4.3,230,4.1
402051055,St Agnes - Ridgehaven,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,654",6.8,237,3
402051055,St Agnes - Ridgehaven,2018,"1,230.00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403011056,Brighton (SA),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,522",-,306,-
403011056,Brighton (SA),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,615",6.1,317,3.6
403011056,Brighton (SA),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,716",6.3,324,2.2
403011056,Brighton (SA),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,857",8.2,349,7.7
403011056,Brighton (SA),2018,591.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403011057,Glenelg (SA),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,544",-,273,-
403011057,Glenelg (SA),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,623",5.1,280,2.6
403011057,Glenelg (SA),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,741",7.3,286,2.1
403011057,Glenelg (SA),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,909",9.6,295,3.1
403011057,Glenelg (SA),2018,722.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403021058,Edwardstown,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,083",-,198,-
403021058,Edwardstown,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,146",5.8,210,6.1
403021058,Edwardstown,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,223",6.7,217,3.3
403021058,Edwardstown,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,344",9.9,222,2.3
403021058,Edwardstown,2018,553.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403021059,Hallett Cove,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,768",-,198,-
403021059,Hallett Cove,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,856",5,210,6.1
403021059,Hallett Cove,2016,-,-,-,-,-,-,-,-,1,1,-,-,-,51,51,-,-,-,5.5,5.5,"1,937",4.4,215,2.4
403021059,Hallett Cove,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,054",6,220,2.3
403021059,Hallett Cove,2018,927.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403021060,Marino - Seaview Downs,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,076",-,256,-
403021060,Marino - Seaview Downs,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,140",5.9,263,2.7
403021060,Marino - Seaview Downs,2016,-,-,-,-,-,-,-,-,2,2,-,-,-,230,230,-,-,-,18.8,18.8,"1,199",5.2,271,3
403021060,Marino - Seaview Downs,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,288",7.4,279,3
403021060,Marino - Seaview Downs,2018,"1,221.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403021061,Mitchell Park,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,281",-,246,-
403021061,Mitchell Park,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,363",6.4,257,4.5
403021061,Mitchell Park,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,447",6.2,267,3.9
403021061,Mitchell Park,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,566",8.2,274,2.6
403021061,Mitchell Park,2018,756.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403021062,Morphettville,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,177",-,236,-
403021062,Morphettville,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,251",6.3,247,4.7
403021062,Morphettville,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,335",6.7,256,3.6
403021062,Morphettville,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,468",10,263,2.7
403021062,Morphettville,2018,620.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403021063,Sheidow Park - Trott Park,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,381",-,161,-
403021063,Sheidow Park - Trott Park,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,449",4.9,170,5.6
403021063,Sheidow Park - Trott Park,2016,-,-,-,-,-,-,-,-,1,1,-,-,-,54,54,-,-,-,5.7,5.7,"1,512",4.3,174,2.4
403021063,Sheidow Park - Trott Park,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,603",6,178,2.3
403021063,Sheidow Park - Trott Park,2018,939,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403021064,Warradale,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,307",-,244,-
403021064,Warradale,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,386",6,253,3.7
403021064,Warradale,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,460",5.3,263,4
403021064,Warradale,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,582",8.4,275,4.6
403021064,Warradale,2018,601.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403031065,Belair,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,432,-,236,-
403031065,Belair,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,455,5.3,247,4.7
403031065,Belair,2016,-,-,-,-,-,-,-,-,5,5,-,-,-,944,944,-,-,-,38.1,38.1,479,5.3,250,1.2
403031065,Belair,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527,10,262,4.8
403031065,Belair,2018,"2,477.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403031066,Bellevue Heights,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,836,-,292,-
403031066,Bellevue Heights,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,880,5.3,303,3.8
403031066,Bellevue Heights,2016,-,-,-,-,-,-,-,-,4,4,-,-,-,133,133,-,-,-,15.3,15.3,925,5.1,316,4.3
403031066,Bellevue Heights,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,999,8,332,5.1
403031066,Bellevue Heights,2018,871.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403031067,Blackwood,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,218",-,580,-
403031067,Blackwood,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,304",7.1,603,4
403031067,Blackwood,2016,-,-,-,-,-,-,-,-,4,4,-,-,-,75,75,-,-,-,4.5,4.5,"1,400",7.4,630,4.5
403031067,Blackwood,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,529",9.2,652,3.5
403031067,Blackwood,2018,"1,692.80",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403031068,Colonel Light Gardens,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,348",-,301,-
403031068,Colonel Light Gardens,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,418",5.2,311,3.3
403031068,Colonel Light Gardens,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,502",5.9,319,2.6
403031068,Colonel Light Gardens,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,642",9.3,328,2.8
403031068,Colonel Light Gardens,2018,676.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403031069,Mitcham (SA),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,442",-,289,-
403031069,Mitcham (SA),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,547",7.3,298,3.1
403031069,Mitcham (SA),2016,-,-,-,-,-,-,-,-,2,2,-,-,-,26,26,-,-,-,2.2,2.2,"1,638",5.9,309,3.7
403031069,Mitcham (SA),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,816",10.9,319,3.2
403031069,Mitcham (SA),2018,"1,144.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403031070,Panorama,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,728,-,143,-
403031070,Panorama,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,772,6,148,3.5
403031070,Panorama,2016,-,-,-,-,-,-,-,-,1,1,-,-,-,20,20,-,-,-,3.6,3.6,821,6.3,151,2
403031070,Panorama,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,898,9.4,156,3.3
403031070,Panorama,2018,574.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041071,Aberfoyle Park,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,515",-,210,-
403041071,Aberfoyle Park,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,593",5.1,222,5.7
403041071,Aberfoyle Park,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,665",4.5,228,2.7
403041071,Aberfoyle Park,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,765",6,234,2.6
403041071,Aberfoyle Park,2018,"1,384.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041072,Aldinga,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,162",-,"1,060",-
403041072,Aldinga,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,305",6.6,"1,082",2.1
403041072,Aldinga,2016,-,-,-,-,-,-,-,-,1,1,-,-,-,266,266,-,-,-,7.5,7.5,"2,471",7.2,"1,097",1.4
403041072,Aldinga,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,653",7.4,"1,114",1.5
403041072,Aldinga,2018,"3,533.00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041073,Christie Downs,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,969,-,143,-
403041073,Christie Downs,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,040",7.3,157,9.8
403041073,Christie Downs,2016,-,-,-,-,-,-,-,-,1,1,-,-,-,81,81,-,-,-,9.4,9.4,"1,095",5.3,163,3.8
403041073,Christie Downs,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,171",6.9,166,1.8
403041073,Christie Downs,2018,857.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041074,Christies Beach,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,141",-,250,-
403041074,Christies Beach,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,199",5.1,255,2
403041074,Christies Beach,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,251",4.3,260,2
403041074,Christies Beach,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,330",6.3,265,1.9
403041074,Christies Beach,2018,721.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041075,Clarendon,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,436,-,143,-
403041075,Clarendon,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,456,4.6,147,2.8
403041075,Clarendon,2016,-,-,-,-,-,-,1,-,21,22,-,160,-,546,705,-,1.3,-,4.4,5.7,492,7.9,154,4.8
403041075,Clarendon,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,4.7,160,3.9
403041075,Clarendon,2018,"12,337.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041076,Coromandel Valley,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,481,-,201,-
403041076,Coromandel Valley,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,7.1,208,3.5
403041076,Coromandel Valley,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,555,7.8,219,5.3
403041076,Coromandel Valley,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,606,9.2,226,3.2
403041076,Coromandel Valley,2018,441.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041077,Flagstaff Hill,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,320",-,189,-
403041077,Flagstaff Hill,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,388",5.2,199,5.3
403041077,Flagstaff Hill,2016,-,-,-,-,-,-,-,-,1,1,-,-,-,173,173,-,-,-,17.7,17.7,"1,452",4.6,205,3
403041077,Flagstaff Hill,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,541",6.1,211,2.9
403041077,Flagstaff Hill,2018,975.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041078,Hackham - Onkaparinga Hills,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,790,-,107,-
403041078,Hackham - Onkaparinga Hills,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,834,5.6,111,3.7
403041078,Hackham - Onkaparinga Hills,2016,-,-,-,-,-,-,1,-,-,1,-,607,-,-,607,-,25.7,-,-,25.7,881,5.6,117,5.4
403041078,Hackham - Onkaparinga Hills,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,936,6.2,120,2.6
403041078,Hackham - Onkaparinga Hills,2018,"2,364.40",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041079,Hackham West - Huntfield Heights,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,925,-,128,-
403041079,Hackham West - Huntfield Heights,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,977,5.6,134,4.7
403041079,Hackham West - Huntfield Heights,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,031",5.5,140,4.5
403041079,Hackham West - Huntfield Heights,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,096",6.3,144,2.9
403041079,Hackham West - Huntfield Heights,2018,437.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041080,Happy Valley,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,777",-,240,-
403041080,Happy Valley,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,867",5.1,254,5.8
403041080,Happy Valley,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,951",4.5,261,2.8
403041080,Happy Valley,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,069",6,268,2.7
403041080,Happy Valley,2018,"1,017.00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041081,Happy Valley Reservoir,2018,650.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041082,Lonsdale,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-
403041082,Lonsdale,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,39.4,-,-
403041082,Lonsdale,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,25,-,-
403041082,Lonsdale,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132,14.8,-,-
403041082,Lonsdale,2018,984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041083,McLaren Vale,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,095",-,356,-
403041083,McLaren Vale,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,151",5.1,373,4.8
403041083,McLaren Vale,2016,-,-,-,-,-,-,1,-,7,8,-,752,-,90,841,-,6.3,-,0.7,7,"1,206",4.8,383,2.7
403041083,McLaren Vale,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,291",7,391,2.1
403041083,McLaren Vale,2018,"11,957.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041084,Morphett Vale - East,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,728",-,200,-
403041084,Morphett Vale - East,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,820",5.3,212,6
403041084,Morphett Vale - East,2016,-,-,-,-,-,-,-,-,1,1,-,-,-,3,3,-,-,-,0.4,0.4,"1,903",4.6,219,3.3
403041084,Morphett Vale - East,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,015",5.9,225,2.7
403041084,Morphett Vale - East,2018,768.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041085,Morphett Vale - West,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,175",-,140,-
403041085,Morphett Vale - West,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,237",5.3,149,6.4
403041085,Morphett Vale - West,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,294",4.6,154,3.4
403041085,Morphett Vale - West,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,370",5.9,158,2.6
403041085,Morphett Vale - West,2018,507.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041086,Reynella,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,378",-,215,-
403041086,Reynella,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,437",4.3,225,4.7
403041086,Reynella,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,504",4.7,227,0.9
403041086,Reynella,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,583",5.3,233,2.6
403041086,Reynella,2018,770.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041087,Seaford (SA),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,656",-,497,-
403041087,Seaford (SA),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,835",6.7,524,5.4
403041087,Seaford (SA),2016,-,-,-,-,-,-,1,-,2,3,-,26,-,208,234,-,1.1,-,8.8,9.9,"3,014",6.3,542,3.4
403041087,Seaford (SA),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,275",8.7,557,2.8
403041087,Seaford (SA),2018,"2,357.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041088,Willunga,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,608,-,265,-
403041088,Willunga,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,642,5.6,271,2.3
403041088,Willunga,2016,-,-,-,-,-,-,-,-,4,4,-,-,-,37,37,-,-,-,0.4,0.4,690,7.5,279,3
403041088,Willunga,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,724,4.9,287,2.9
403041088,Willunga,2018,"8,518.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403041089,Woodcroft,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,421",-,168,-
403041089,Woodcroft,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,496",5.3,178,6
403041089,Woodcroft,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,565",4.6,183,2.8
403041089,Woodcroft,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,657",5.9,188,2.7
403041089,Woodcroft,2018,"1,352.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404011090,Beverley,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,642,-,69,-
404011090,Beverley,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,690,7.5,70,1.4
404011090,Beverley,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,746,8.1,75,7.1
404011090,Beverley,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,822,10.2,76,1.3
404011090,Beverley,2018,422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404011091,Flinders Park,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,228",-,186,-
404011091,Flinders Park,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,312",6.8,192,3.2
404011091,Flinders Park,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,397",6.5,200,4.2
404011091,Flinders Park,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,520",8.8,207,3.5
404011091,Flinders Park,2018,638.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404011092,Henley Beach,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,498",-,214,-
404011092,Henley Beach,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,584",5.7,219,2.3
404011092,Henley Beach,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,671",5.5,225,2.7
404011092,Henley Beach,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,811",8.4,233,3.6
404011092,Henley Beach,2018,595.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404011093,Hindmarsh - Brompton,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,391",-,191,-
404011093,Hindmarsh - Brompton,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,469",5.6,201,5.2
404011093,Hindmarsh - Brompton,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,547",5.3,204,1.5
404011093,Hindmarsh - Brompton,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,672",8.1,207,1.5
404011093,Hindmarsh - Brompton,2018,789.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404011094,Royal Park - Hendon - Albert Park,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,516,-,61,-
404011094,Royal Park - Hendon - Albert Park,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,556,7.8,66,8.2
404011094,Royal Park - Hendon - Albert Park,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,591,6.3,70,6.1
404011094,Royal Park - Hendon - Albert Park,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,652,10.3,70,-
404011094,Royal Park - Hendon - Albert Park,2018,324.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404011095,Seaton - Grange,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,423",-,229,-
